ts_code,close
000001.SZ,-0.01939393939393965
000002.SZ,-0.08769696969696997
000004.SZ,0.19630303030303115
000006.SZ,-0.03557575757575744
000007.SZ,-0.043878787878787684
000008.SZ,-0.04151515151515154
000009.SZ,-0.05145454545454502
000010.SZ,-0.047030303030302964
000011.SZ,-0.05199999999999982
000012.SZ,-0.03272727272727257
000014.SZ,-0.0817575757575754
000016.SZ,0.00799999999999995
000017.SZ,-0.05048484848484831
000019.SZ,-0.03636363636363632
000020.SZ,-0.06709090909090959
000021.SZ,-0.024545454545453343
000025.SZ,-0.0823636363636361
000026.SZ,-0.016727272727272702
000027.SZ,-0.019757575757575814
000028.SZ,-0.0068484848484841
000029.SZ,-0.06260606060606008
000030.SZ,-0.03587878787878768
000031.SZ,-0.000242424242424129
000032.SZ,-0.029696969696970475
000034.SZ,-0.018727272727273647
000035.SZ,-0.05054545454545445
000036.SZ,-0.07921212121212101
000037.SZ,-0.07096969696969711
000039.SZ,-0.02509090909090863
000040.SZ,-0.029151515151515133
000042.SZ,-0.04860606060606054
000045.SZ,-0.084969696969697
000048.SZ,-0.011151515151514677
000049.SZ,-0.13660606060606084
000050.SZ,-0.0010303030303029056
000055.SZ,-0.026969696969696633
000056.SZ,-0.02496969696969691
000058.SZ,-0.08618181818181775
000059.SZ,-0.034787878787878514
000060.SZ,-0.027636363636363584
000061.SZ,-0.05612121212121178
000062.SZ,-0.21878787878787853
000063.SZ,0.770060606060605
000065.SZ,-0.06236363636363621
000066.SZ,-0.1549696969696962
000068.SZ,-0.016363636363636233
000069.SZ,-0.016181818181818016
000070.SZ,-0.027090909090909054
000078.SZ,-0.032121212121212016
000088.SZ,-0.02230303030303031
000089.SZ,-0.03133333333333315
000090.SZ,-0.029818181818181973
000096.SZ,-0.008424242424241793
000099.SZ,-0.20763636363636231
000100.SZ,0.025393939393939594
000151.SZ,-0.1700000000000002
000153.SZ,-0.038727272727272326
000155.SZ,-0.07654545454545418
000156.SZ,0.008181818181818576
000157.SZ,-0.02127272727272752
000158.SZ,-0.24696969696969678
000159.SZ,-0.17278787878787855
000166.SZ,-0.014969696969696746
000301.SZ,-0.11709090909090872
000333.SZ,0.0035151515151517912
000338.SZ,-0.055090909090908885
000400.SZ,0.1267878787878779
000401.SZ,-0.06103030303030298
000402.SZ,-0.05999999999999986
000403.SZ,-0.12224242424242365
000404.SZ,-0.014727272727272606
000407.SZ,-0.032727272727272785
000408.SZ,-0.13951515151515195
000409.SZ,-0.11945454545454497
000410.SZ,-0.06333333333333341
000411.SZ,-0.06799999999999987
000415.SZ,-0.04248484848484834
000417.SZ,-0.045696969696969625
000419.SZ,-0.017878787878787984
000420.SZ,-0.021272727272727124
000421.SZ,-0.11939393939393908
000422.SZ,-0.0638181818181814
000423.SZ,0.3845454545454544
000425.SZ,-0.053818181818181314
000426.SZ,-0.06309090909090873
000428.SZ,-0.01678787878787876
000429.SZ,0.15175757575757595
000430.SZ,-0.04381818181818112
000488.SZ,-0.019515151515151426
000498.SZ,-0.041454545454545265
000501.SZ,0.0985454545454548
000503.SZ,-0.09630303030302989
000504.SZ,-0.11406060606060547
000505.SZ,-0.06684848484848475
000506.SZ,0.05096969696969706
000507.SZ,-0.05412121212121234
000509.SZ,-0.03296969696969691
000510.SZ,-0.047333333333333234
000513.SZ,-0.04915151515151288
000514.SZ,-0.05412121212121193
000516.SZ,-0.036303030303029976
000517.SZ,-0.016484848484848477
000518.SZ,-0.04999999999999997
000519.SZ,-0.13587878787878746
000520.SZ,-0.012060606060606001
000521.SZ,-0.05757575757575779
000523.SZ,-0.012121212121212007
000524.SZ,0.039515151515152336
000525.SZ,-0.3796969696969694
000526.SZ,0.16581818181818048
000528.SZ,-0.03630303030303065
000529.SZ,-0.037333333333333746
000530.SZ,0.20618181818181833
000531.SZ,-0.01775757575757537
000532.SZ,-0.027333333333332665
000533.SZ,-0.02618181818181809
000534.SZ,0.10660606060606032
000536.SZ,-0.07315151515151527
000537.SZ,0.002969696969697222
000538.SZ,0.25212121212121325
000539.SZ,-0.01563636363636376
000541.SZ,-0.025515151515151296
000543.SZ,-0.01042424242424236
000544.SZ,-0.04412121212121205
000545.SZ,-0.0295151515151514
000546.SZ,-0.11321212121212113
000547.SZ,-0.04309090909090911
000548.SZ,-0.04824242424242439
000550.SZ,-0.1486060606060606
000551.SZ,-0.08545454545454581
000552.SZ,-0.016787878787878806
000553.SZ,0.05666666666666696
000554.SZ,-0.045757575757575795
000555.SZ,0.05600000000000027
000557.SZ,-0.04278787878787848
000558.SZ,0.1047878787878789
000559.SZ,-0.027090909090908843
000560.SZ,-0.04733333333333334
000561.SZ,-0.046121212121212195
000563.SZ,-0.0287272727272726
000564.SZ,0.008606060606060716
000565.SZ,-0.03684848484848458
000566.SZ,-0.059818181818181965
000567.SZ,-0.05006060606060584
000568.SZ,-1.4727272727272753
000570.SZ,0.010363636363636476
000571.SZ,-0.05187878787878779
000572.SZ,-0.014969696969696899
000573.SZ,-0.009333333333333157
000576.SZ,-0.11163636363636319
000581.SZ,-0.007636363636363797
000582.SZ,-0.029333333333333426
000584.SZ,-0.02999999999999998
000586.SZ,0.24593939393939362
000589.SZ,-0.024181818181818252
000590.SZ,-0.07515151515151532
000591.SZ,-0.033333333333332986
000592.SZ,0.01545454545454571
000593.SZ,-0.03636363636363641
000595.SZ,0.02696969696969729
000596.SZ,-2.119757575757575
000597.SZ,-0.04739393939393924
000598.SZ,0.00927272727272723
000599.SZ,-0.04133333333333343
000600.SZ,0.019272727272727636
000601.SZ,-0.017939393939393946
000603.SZ,-0.08672727272727322
000605.SZ,-0.08703030303030294
000607.SZ,-0.0009696969696968669
000608.SZ,-0.030121212121212233
000609.SZ,-0.015636363636363473
000610.SZ,0.07812121212121295
000612.SZ,-0.05036363636363628
000615.SZ,-0.027939393939393965
000617.SZ,-0.049333333333333035
000619.SZ,-0.07127272727272664
000620.SZ,0.0007878787878787604
000622.SZ,-0.029272727272727225
000623.SZ,-0.09036363636363613
000625.SZ,-0.041515151515151796
000626.SZ,-0.11539393939393951
000627.SZ,-0.031999999999999675
000628.SZ,0.2989090909090913
000629.SZ,-0.03721212121212133
000630.SZ,-0.029575757575757696
000631.SZ,0.013939393939393967
000632.SZ,-0.031030303030303068
000633.SZ,-0.05375757575757577
000635.SZ,0.04175757575757543
000636.SZ,0.0038787878787883605
000637.SZ,-0.01896969696969672
000638.SZ,-0.07327272727272695
000639.SZ,-0.07490909090909108
000650.SZ,-0.014060606060606037
000651.SZ,0.07321212121212137
000652.SZ,-0.03139393939393913
000655.SZ,-0.05745454545454536
000656.SZ,0.022060606060606017
000657.SZ,-0.04757575757575672
000659.SZ,-0.012181818181818078
000661.SZ,-0.850303030303028
000663.SZ,0.011939393939393757
000665.SZ,0.019575757575757437
000668.SZ,-0.1007272727272728
000669.SZ,-0.00387878787878784
000670.SZ,0.10339393939393965
000672.SZ,-0.024666666666666753
000676.SZ,-0.12345454545454564
000677.SZ,-0.01593939393939374
000678.SZ,-0.1173333333333332
000679.SZ,0.08951515151515169
000680.SZ,-0.06387878787878772
000681.SZ,1.4173939393939394
000682.SZ,-0.05775757575757549
000683.SZ,-0.03412121212121191
000685.SZ,-0.017333333333333173
000686.SZ,-0.03460606060606053
000688.SZ,-0.023151515151515905
000690.SZ,0.0036363636363638168
000691.SZ,-0.04303030303030295
000692.SZ,0.059090909090908965
000695.SZ,-0.14030303030303007
000697.SZ,0.023757575757576057
000698.SZ,0.008060606060606065
000700.SZ,-0.04933333333333345
000701.SZ,-0.03769696969696951
000702.SZ,-0.09472727272727291
000703.SZ,-0.03678787878787879
000705.SZ,-0.023393939393938926
000707.SZ,-0.03751515151515124
000708.SZ,-0.034121212121212025
000709.SZ,-0.016666666666666642
000710.SZ,-0.10654545454545492
000711.SZ,-0.006727272727272739
000712.SZ,-0.16654545454545472
000713.SZ,0.048909090909091006
000715.SZ,-0.010909090909091156
000716.SZ,-0.11490909090909067
000717.SZ,-0.05818181818181835
000718.SZ,-0.009757575757575843
000719.SZ,-0.04363636363636381
000720.SZ,-0.0675151515151514
000721.SZ,0.003818181818181457
000722.SZ,-0.04018181818181753
000723.SZ,-0.03781818181818183
000725.SZ,0.0070909090909090635
000726.SZ,-0.03575757575757551
000727.SZ,-0.04581818181818173
000728.SZ,-0.02484848484848426
000729.SZ,0.10169696969697052
000731.SZ,-0.039878787878787465
000733.SZ,-0.1767272727272729
000735.SZ,0.011575757575757406
000736.SZ,-0.12278787878787811
000737.SZ,-0.07927272727272751
