,trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
2721,20241216,301349.SZ,信德新材,化工原料,辽宁,0.0,0.41,1.02,31.71,22.42,5.27,23.39,22.93,-0.14,26.48,1.17,20220909,2.67,2.62,-19.4,-128.13,7.57,-1.79,9918
2722,20241216,301353.SZ,普莱得,专用机械,浙江,34.52,0.25,0.76,14.61,9.2,4.07,8.72,11.47,0.75,16.55,2.03,20230530,3.23,4.25,26.25,-11.24,29.03,8.22,8526
2723,20241216,301355.SZ,南王科技,广告包装,福建,50.33,1.0,1.95,23.8,9.72,4.4,9.58,4.91,0.2,7.87,1.67,20230612,3.44,1.76,16.01,-32.25,15.49,3.51,15221
2724,20241216,301356.SZ,天振股份,家居用品,浙江,0.0,0.55,2.16,31.75,21.48,5.9,23.1,10.7,-0.2,13.64,1.4,20221114,3.61,1.67,93.63,39.13,4.44,-7.95,17615
2725,20241216,301357.SZ,北方长龙,专用机械,陕西,0.0,0.24,0.95,12.46,8.38,3.45,8.03,8.43,-0.13,11.84,3.12,20230418,2.0,2.1,-27.1,-256.82,46.87,-22.13,12237
2726,20241216,301358.SZ,湖南裕能,电气设备,湖南,52.23,3.83,7.57,275.27,140.45,103.85,50.51,6.67,0.65,15.17,2.97,20230209,54.1,7.14,-53.74,-68.18,7.88,3.08,29736
2727,20241216,301359.SZ,东南电子,元器件,浙江,48.71,0.26,0.86,9.02,6.89,1.6,4.34,5.05,0.39,9.84,2.57,20221109,2.88,3.36,24.12,16.42,28.53,14.91,8184
2728,20241216,301360.SZ,荣旗科技,专用机械,江苏,128.2,0.28,0.53,13.88,12.51,1.16,8.89,16.66,0.35,21.61,2.73,20230425,1.9,3.56,-19.7,79.97,44.67,8.06,9445
2729,20241216,301361.SZ,众智科技,电气设备,河南,46.84,0.29,1.16,11.72,7.71,1.63,7.01,6.03,0.44,9.68,2.86,20221116,2.64,2.27,-1.14,-4.57,56.84,32.52,10120
2730,20241216,301362.SZ,民爆光电,电气设备,深圳,18.02,0.3,1.05,29.63,21.29,2.54,15.04,14.37,1.8,23.93,1.79,20230804,8.94,8.54,8.1,0.48,31.03,15.01,8013
2731,20241216,301363.SZ,美好医疗,医疗保健,深圳,37.73,1.12,4.07,37.76,24.36,8.7,16.21,3.99,0.64,8.33,3.83,20221012,12.97,3.19,10.86,-14.07,41.78,22.29,7842
2732,20241216,301365.SZ,矩阵股份,建筑工程,深圳,47.71,0.46,1.8,20.4,18.35,0.31,12.17,6.76,0.25,9.95,1.59,20221122,3.4,1.89,6.64,-0.35,37.18,11.67,14942
2733,20241216,301366.SZ,一博科技,元器件,深圳,66.32,0.55,1.5,27.03,15.68,6.15,14.21,9.48,0.56,14.51,3.4,20220926,5.72,3.82,10.54,12.22,35.88,12.71,16130
2734,20241216,301367.SZ,怡和嘉业,医疗保健,北京,37.47,0.57,0.9,32.43,29.61,0.32,17.47,19.5,1.4,31.23,2.23,20221101,9.72,10.84,-36.31,-53.74,51.2,21.18,7954
2735,20241216,301368.SZ,丰立智能,机械基件,浙江,300.57,0.64,1.2,12.56,4.89,3.77,6.65,5.53,0.13,8.12,6.5,20221215,1.64,1.36,17.16,-46.56,14.9,4.26,22096
2736,20241216,301369.SZ,联动科技,半导体,广东,200.5,0.24,0.7,15.8,13.58,1.03,12.13,17.38,0.22,21.18,2.75,20220922,1.81,2.59,33.6,6.84,59.63,6.12,13712
2737,20241216,301370.SZ,国科恒泰,医药商业,北京,43.55,3.24,4.71,69.48,61.52,5.41,11.38,2.42,0.21,5.2,2.37,20230712,8.1,1.72,-4.89,9.62,10.35,1.83,18619
2738,20241216,301371.SZ,敷尔佳,日用化工,黑龙江,22.09,0.59,4.0,59.3,35.09,6.51,27.8,6.95,1.28,14.28,2.65,20230801,23.35,5.84,9.47,-4.2,81.65,35.03,15657
2739,20241216,301372.SZ,科净源,环境保护,北京,0.0,0.41,0.69,14.81,9.39,0.27,6.59,9.61,-0.57,12.62,2.1,20230811,1.09,1.59,-32.55,-195.73,25.21,-22.43,8860
2740,20241216,301373.SZ,凌玮科技,化工原料,广东,23.91,0.38,1.08,17.0,11.51,1.82,9.17,8.46,0.88,14.39,1.95,20230208,5.11,4.71,-1.75,6.47,44.8,27.69,10295
2741,20241216,301376.SZ,致欧科技,家居用品,河南,23.07,1.28,4.01,62.44,35.44,0.59,15.15,3.77,0.69,7.98,2.66,20230621,11.82,2.95,38.49,-3.11,35.1,4.85,10241
2742,20241216,301377.SZ,鼎泰高科,机械基件,广东,37.44,0.71,4.1,33.12,20.42,9.08,10.73,2.62,0.42,5.9,3.55,20221122,8.97,2.19,21.72,1.75,35.58,15.29,12999
2743,20241216,301378.SZ,通达海,软件服务,江苏,0.0,0.44,0.97,15.97,11.89,0.05,10.76,11.13,-0.5,14.05,2.31,20230320,1.54,1.6,-10.07,-372.54,36.44,-15.83,13258
2744,20241216,301379.SZ,天山电子,元器件,广西,21.93,0.93,1.42,17.96,13.63,3.35,7.58,5.34,0.74,9.6,2.25,20221101,4.12,2.9,11.31,20.53,21.39,9.9,12376
2745,20241216,301380.SZ,挖金客,软件服务,北京,70.6,0.3,0.7,12.41,7.92,0.8,3.0,4.29,0.5,9.93,4.73,20221025,2.94,4.2,20.49,-13.28,13.54,5.2,10864
2746,20241216,301381.SZ,赛维时代,互联网,深圳,39.96,1.92,4.0,49.83,39.9,0.65,8.03,2.01,0.49,6.04,4.31,20230712,11.79,2.95,55.5,-12.2,44.93,2.87,14247
2747,20241216,301382.SZ,蜂助手,互联网,广东,57.43,1.37,2.2,28.72,19.05,2.01,8.74,3.96,0.42,7.78,4.09,20230517,6.19,2.81,35.75,1.93,20.5,8.31,23820
2748,20241216,301383.SZ,天键股份,元器件,江西,30.27,0.64,1.63,27.6,22.21,4.19,13.59,8.34,1.03,12.36,3.36,20230609,4.59,2.82,30.2,52.92,18.63,10.06,14124
2749,20241216,301386.SZ,未来电器,电气设备,江苏,40.66,0.43,1.4,16.34,14.6,1.36,10.42,7.44,0.46,10.4,2.4,20230329,2.17,1.55,-10.35,-12.52,27.21,16.84,12240
2750,20241216,301387.SZ,光大同创,元器件,深圳,368.39,0.42,1.06,23.09,14.36,6.05,11.79,11.07,0.07,15.15,2.26,20230418,3.08,2.89,19.32,-91.51,24.12,0.07,11672
2751,20241216,301388.SZ,欣灵电气,电气设备,浙江,190.71,0.27,1.02,11.75,7.58,3.11,6.7,6.54,0.1,9.41,2.8,20221109,1.65,1.61,3.69,-69.83,19.92,3.29,10709
2752,20241216,301389.SZ,隆扬电子,元器件,江苏,68.69,0.82,2.84,22.74,20.21,1.52,15.59,5.5,0.19,7.71,2.21,20221031,2.94,1.04,5.36,-34.02,45.85,25.24,20054
2753,20241216,301390.SZ,经纬股份,建筑工程,浙江,56.16,0.29,0.6,14.07,11.96,0.06,5.49,9.15,0.44,15.88,2.09,20230508,3.33,5.54,20.92,6.8,24.92,7.29,6364
2754,20241216,301391.SZ,卡莱特,IT设备,深圳,270.06,0.49,0.95,26.46,21.92,0.16,17.5,18.42,0.12,22.78,1.95,20221201,3.36,3.53,-24.99,-89.35,44.14,2.75,10421
2755,20241216,301392.SZ,汇成真空,专用机械,广东,84.7,0.23,1.0,10.76,8.53,1.8,3.11,3.11,0.77,7.34,9.92,20240605,2.86,2.86,0.0,0.0,32.06,14.96,17088
2756,20241216,301393.SZ,昊帆生物,化工原料,江苏,38.98,0.36,1.08,23.36,19.87,2.1,16.84,15.6,0.9,20.76,2.23,20230712,4.39,4.06,8.08,22.1,41.63,29.36,10703
2757,20241216,301395.SZ,仁信新材,化工原料,广东,57.56,1.09,2.03,18.53,12.97,3.81,9.1,4.48,0.16,7.63,1.64,20230703,3.62,1.78,4.96,25.13,2.23,2.11,17257
2758,20241216,301396.SZ,宏景科技,软件服务,广东,0.0,0.51,1.1,20.5,17.64,1.88,8.99,8.2,-0.28,11.3,2.43,20221111,1.95,1.78,-43.41,-828.27,20.92,-13.99,12343
2759,20241216,301397.SZ,溯联股份,汽车配件,重庆,24.42,0.54,1.2,24.67,18.18,3.35,12.16,10.14,0.91,16.13,1.83,20230628,5.81,4.85,23.63,-2.0,23.59,12.95,14088
2760,20241216,301398.SZ,星源卓镁,汽车配件,浙江,55.98,0.24,0.8,11.81,7.05,2.89,6.6,8.25,0.7,13.53,3.87,20221215,2.99,3.73,13.54,-3.72,33.72,19.47,9821
2761,20241216,301399.SZ,英特科技,机械基件,浙江,55.0,0.38,1.28,14.8,11.09,1.21,9.08,7.12,0.33,10.26,2.36,20230523,2.41,1.89,-12.63,-42.48,23.57,11.88,11007
2762,20241216,301408.SZ,华人健康,医药商业,安徽,36.52,1.49,4.0,49.61,27.41,3.16,10.14,2.54,0.27,4.94,2.66,20230301,5.3,1.33,22.07,22.62,32.42,3.54,16048
2763,20241216,301413.SZ,安培龙,电器仪表,深圳,68.47,0.22,0.98,19.19,9.37,7.76,6.99,7.1,0.63,12.07,4.8,20231218,3.54,3.6,20.89,2.37,31.55,9.43,8317
2764,20241216,301418.SZ,协昌科技,电气设备,江苏,54.39,0.29,0.73,17.2,16.13,0.59,8.48,11.56,0.52,21.97,1.71,20230821,6.6,9.0,-27.89,-49.5,21.18,13.52,11081
2765,20241216,301419.SZ,阿莱德,通信设备,上海,87.64,0.35,1.0,10.16,6.53,2.18,5.21,5.21,0.28,9.29,3.48,20230209,2.73,2.73,-18.65,-51.74,37.56,10.45,10665
2766,20241216,301421.SZ,波长光电,元器件,江苏,144.76,0.46,1.16,13.47,9.57,2.72,7.79,6.73,0.27,10.23,5.02,20230823,2.54,2.2,5.91,-27.73,35.11,11.08,25514
2767,20241216,301428.SZ,世纪恒通,互联网,贵州,40.82,0.61,0.99,20.91,16.79,2.21,6.75,6.84,0.67,12.68,2.86,20230519,4.68,4.74,21.03,10.67,23.5,6.96,12019
2768,20241216,301429.SZ,森泰股份,其他建材,安徽,29.57,0.44,1.18,15.91,9.58,4.1,8.26,6.99,0.47,11.26,1.62,20230417,3.94,3.33,46.07,48.27,28.07,6.12,9744
2769,20241216,301439.SZ,泓淋电力,电气设备,山东,29.67,1.83,3.89,40.77,31.37,5.88,16.62,4.27,0.36,7.36,1.91,20230317,6.99,1.8,34.16,-11.53,11.84,5.52,30339
2770,20241216,301446.SZ,福事特,机械基件,江西,35.87,0.26,1.04,13.1,8.84,2.68,6.06,5.82,0.57,10.68,2.21,20230725,3.82,3.67,2.31,-20.97,36.35,16.67,10493
2771,20241216,301448.SZ,开创电气,机械基件,浙江,32.61,0.48,1.04,8.48,6.72,0.55,3.4,3.26,0.53,6.71,3.41,20230619,2.2,2.12,32.21,37.33,24.27,9.41,8578
2772,20241216,301456.SZ,盘古智能,电气设备,山东,51.85,0.57,1.49,22.94,18.92,2.69,15.65,10.53,0.37,14.31,1.81,20230714,3.54,2.38,19.02,-26.78,38.14,16.2,15270
2773,20241216,301459.SZ,丰茂股份,汽车配件,浙江,21.42,0.2,0.8,16.64,11.9,2.0,6.58,8.23,1.47,14.4,2.92,20231213,3.81,4.76,10.88,1.65,31.56,17.54,6525
2774,20241216,301468.SZ,博盈特焊,专用机械,广东,35.32,0.76,1.32,25.16,20.63,2.1,17.17,13.01,0.5,17.54,1.35,20230724,4.16,3.15,-22.74,-39.21,30.55,17.8,19246
2775,20241216,301469.SZ,恒达新材,造纸,浙江,34.83,0.34,0.89,16.41,10.44,4.38,8.34,9.33,0.6,15.14,1.82,20230822,4.11,4.6,21.88,-24.3,14.45,7.11,8233
2776,20241216,301486.SZ,致尚科技,元器件,深圳,76.29,0.72,1.29,30.18,21.53,5.69,19.67,15.29,0.47,19.26,2.45,20230707,4.0,3.11,95.51,4.98,35.09,14.06,19240
2777,20241216,301487.SZ,盟固利,化工原料,天津,1097.74,2.73,4.6,36.59,24.57,8.6,10.08,2.19,0.02,4.27,6.73,20230809,4.77,1.04,-26.06,-84.99,6.97,0.55,40765
2778,20241216,301488.SZ,豪恩汽电,汽车配件,深圳,60.08,0.23,0.92,20.24,17.31,0.96,8.62,9.36,0.76,13.89,4.39,20230704,2.83,3.08,13.53,1.32,20.51,7.37,10408
2779,20241216,301489.SZ,思泉新材,元器件,广东,67.46,0.34,0.58,13.75,7.67,1.5,6.66,11.54,0.72,17.73,3.67,20231024,2.69,4.67,31.6,11.07,25.39,9.28,11254
2780,20241216,301498.SZ,乖宝宠物,饲料,山东,44.31,1.79,4.0,46.51,21.06,10.14,21.09,5.27,1.18,10.21,6.81,20230816,15.04,3.76,17.96,49.64,41.98,12.85,8707
2781,20241216,301499.SZ,维科精密,汽车配件,上海,94.2,0.35,1.38,14.37,7.99,4.79,9.19,6.65,0.22,9.05,3.04,20230721,1.72,1.25,10.77,-19.37,20.18,5.08,16379
2782,20241216,301500.SZ,飞南资源,环境保护,广东,32.26,0.97,4.02,122.71,54.83,42.83,16.49,4.1,0.45,11.42,1.69,20230921,22.37,5.56,44.09,7.34,8.16,2.48,12317
2783,20241216,301502.SZ,华阳智能,电气设备,江苏,80.14,0.14,0.57,10.41,6.95,2.24,4.89,8.57,0.47,14.32,3.29,20240202,2.5,4.39,1.58,-47.6,19.12,6.77,6887
2784,20241216,301503.SZ,智迪科技,IT设备,广东,31.31,0.32,0.8,15.49,11.98,1.8,5.8,7.25,0.85,12.73,2.78,20230717,3.18,3.98,51.2,38.36,17.97,7.06,10717
2785,20241216,301505.SZ,苏州规划,建筑工程,江苏,107.87,0.58,0.88,13.16,9.14,0.39,5.92,6.72,0.19,11.13,2.44,20230719,2.58,2.93,-12.26,-34.16,37.08,8.69,10702
2786,20241216,301507.SZ,民生健康,化学制药,浙江,44.06,1.11,3.57,17.08,12.52,1.69,9.5,2.67,0.24,4.27,3.32,20230905,1.96,0.55,6.98,5.52,57.47,16.58,26480
2787,20241216,301508.SZ,中机认检,电器仪表,北京,68.35,0.59,2.26,24.82,9.07,10.58,13.27,5.87,0.42,8.4,4.6,20231201,3.19,1.41,4.41,-14.38,42.5,17.25,19149
2788,20241216,301509.SZ,金凯生科,化学制药,辽宁,68.51,0.57,1.2,22.89,18.52,2.97,15.93,13.23,0.33,17.8,1.67,20230803,3.77,3.13,-33.93,-73.13,39.11,10.15,12226
2789,20241216,301510.SZ,固高科技,电器仪表,深圳,302.02,2.8,4.0,15.1,11.37,1.4,8.46,2.11,0.07,3.39,8.68,20230815,0.43,0.11,10.32,0.22,48.2,9.48,18347
2790,20241216,301511.SZ,德福科技,电气设备,江西,0.0,3.74,6.3,160.63,97.05,50.56,24.84,3.94,-0.32,6.4,2.2,20230817,8.34,1.32,7.99,-374.13,1.62,-5.15,29541
2791,20241216,301512.SZ,智信精密,专用机械,深圳,0.0,0.25,0.53,12.4,9.17,0.77,6.41,12.03,-0.62,18.42,2.46,20230720,2.63,4.93,-39.69,-192.13,38.54,-17.12,7337
2792,20241216,301515.SZ,港通医疗,医疗保健,四川,77.45,0.6,1.0,19.18,17.02,0.43,7.94,7.94,0.2,13.1,1.58,20230725,3.85,3.85,13.4,-46.99,20.02,4.07,9224
2793,20241216,301516.SZ,中远通,电气设备,深圳,0.0,0.65,2.81,17.05,11.82,4.1,7.31,2.6,-0.09,4.97,3.8,20231208,3.55,1.27,-31.87,-142.11,16.97,-4.14,19805
2794,20241216,301517.SZ,陕西华达,元器件,陕西,137.61,0.42,1.08,21.99,17.62,3.63,8.34,7.72,0.32,12.47,4.65,20231017,3.57,3.3,-26.32,-44.79,38.62,6.86,13739
2795,20241216,301518.SZ,长华化学,化工原料,江苏,58.5,0.53,1.4,16.49,9.55,3.35,8.35,5.96,0.24,10.06,1.85,20230803,3.85,2.75,20.44,-57.97,3.95,1.52,11921
2796,20241216,301519.SZ,舜禹股份,专用机械,安徽,129.5,0.78,1.64,29.98,14.15,2.54,8.92,5.43,0.08,9.19,1.56,20230727,4.05,2.46,-13.53,-74.16,32.83,2.93,13154
2797,20241216,301520.SZ,万邦医药,生物制药,安徽,27.24,0.22,0.67,16.0,13.95,1.77,10.37,15.56,1.17,22.63,1.87,20230925,3.71,5.57,21.88,0.63,43.15,26.52,9434
2798,20241216,301522.SZ,上大股份,小金属,河北,92.63,0.71,3.72,32.91,22.26,9.29,5.06,1.36,0.45,4.9,8.45,20241016,4.62,1.24,0.0,0.0,14.25,6.62,45833
2799,20241216,301525.SZ,儒竞科技,家用电器,上海,29.45,0.49,0.94,39.0,34.45,0.85,23.58,25.0,1.58,33.54,1.85,20230830,6.83,7.24,-15.92,-25.71,24.42,14.71,12000
2800,20241216,301526.SZ,国际复材,玻璃,重庆,0.0,5.83,37.71,216.39,77.43,119.37,20.53,0.54,-0.04,2.17,1.97,20231226,24.66,0.65,2.01,-137.53,14.74,-2.93,65855
2801,20241216,301528.SZ,多浦乐,电器仪表,广东,76.31,0.31,0.62,15.17,11.62,0.15,11.01,17.79,0.45,23.89,1.9,20230828,2.85,4.6,-27.27,-37.35,70.58,29.01,9219
2802,20241216,301529.SZ,福赛科技,汽车配件,安徽,40.99,0.43,0.85,19.34,11.73,3.59,8.42,9.92,0.61,14.64,2.29,20230911,2.88,3.4,46.61,-13.53,24.13,5.32,7254
2803,20241216,301533.SZ,威马农机,农用机械,重庆,41.86,0.28,0.98,13.49,10.49,0.77,7.55,7.68,0.61,11.37,2.99,20230818,2.48,2.53,17.35,9.93,17.11,8.49,9492
2804,20241216,301536.SZ,星宸科技,半导体,福建,86.26,0.38,4.21,43.16,27.66,2.81,12.4,2.95,0.48,6.88,7.8,20240328,10.8,2.56,0.0,0.0,35.99,10.83,18424
2805,20241216,301538.SZ,骏鼎达,塑料,深圳,29.51,0.14,0.56,14.11,9.43,2.95,5.16,9.21,2.19,21.58,3.76,20240320,6.22,11.1,0.0,0.0,43.55,19.59,9713
2806,20241216,301539.SZ,宏鑫科技,汽车配件,浙江,68.99,0.37,1.48,15.55,7.33,3.98,3.68,2.49,0.25,5.15,3.94,20240415,2.14,1.44,0.0,0.0,15.36,4.42,13784
2807,20241216,301548.SZ,崇德科技,机械基件,湖南,34.68,0.24,0.87,16.74,14.45,1.45,10.32,11.86,0.98,16.77,2.7,20230920,3.14,3.61,-4.59,5.19,38.17,23.03,8100
2808,20241216,301550.SZ,斯菱股份,汽车配件,浙江,44.3,0.55,1.1,20.89,17.73,1.91,10.05,9.14,1.24,15.44,4.76,20230915,5.34,4.85,5.06,28.13,32.59,24.58,12602
2809,20241216,301551.SZ,无线传媒,影视音像,河北,103.79,0.35,4.0,26.27,24.78,0.68,9.78,2.44,0.52,6.07,10.78,20240926,8.83,2.21,0.0,0.0,53.0,41.27,55185
2810,20241216,301552.SZ,科力装备,汽车配件,河北,25.04,0.14,0.68,12.93,10.74,0.88,5.32,7.82,2.1,16.31,3.46,20240722,4.83,7.1,0.0,0.0,40.63,27.03,13864
2811,20241216,301555.SZ,惠柏新材,化工原料,上海,0.0,0.48,0.92,21.19,16.94,0.65,7.47,8.1,-0.06,11.37,2.46,20231031,1.47,1.59,-10.22,-111.67,9.68,-0.58,10884
2812,20241216,301556.SZ,托普云农,软件服务,浙江,93.53,0.18,0.85,8.79,4.78,0.49,1.58,1.85,1.2,10.52,10.65,20241017,4.1,4.81,0.0,0.0,53.35,22.83,22584
2813,20241216,301558.SZ,三态股份,互联网,深圳,150.92,2.2,7.89,14.91,14.2,0.11,0.03,0.0,0.05,1.71,6.43,20230928,5.43,0.69,-3.26,-59.92,28.83,3.44,26619
2814,20241216,301559.SZ,中集环科,专用机械,江苏,40.7,0.9,6.0,54.2,47.4,4.38,29.33,4.89,0.3,7.64,2.13,20231011,8.76,1.46,-38.63,-62.98,16.78,7.55,40731
2815,20241216,301565.SZ,中仑新材,塑料,福建,64.46,0.56,4.0,36.16,19.0,12.24,9.03,2.26,0.32,5.88,4.21,20240620,10.33,2.58,0.0,0.0,13.12,6.36,24202
2816,20241216,301566.SZ,达利凯普,元器件,辽宁,70.17,0.49,4.0,14.1,10.68,3.01,4.25,1.06,0.22,3.31,6.24,20231229,4.51,1.13,-8.02,-11.05,59.6,35.13,13181
2817,20241216,301567.SZ,贝隆精密,元器件,浙江,99.52,0.18,0.72,8.62,2.99,4.7,4.5,6.25,0.37,10.16,4.72,20240116,1.88,2.61,10.39,-39.02,24.49,8.75,10250
2818,20241216,301568.SZ,思泰克,专用机械,福建,53.53,0.48,1.03,11.1,9.62,1.01,5.18,5.02,0.51,9.54,3.79,20231128,3.15,3.05,-20.49,-37.17,50.34,24.25,12415
2819,20241216,301571.SZ,国科天成,元器件,北京,57.44,0.34,1.79,25.45,20.76,1.54,11.84,6.6,0.77,9.9,4.62,20240821,3.79,2.11,0.0,0.0,36.89,17.66,23033
2820,20241216,301577.SZ,美信科技,元器件,广东,147.98,0.11,0.44,10.27,6.63,1.03,4.33,9.78,0.35,16.85,4.0,20240124,2.5,5.64,-7.13,-62.65,20.35,5.0,7370
2821,20241216,301578.SZ,辰奕智能,IT设备,广东,80.56,0.16,0.62,13.41,7.85,3.87,5.33,8.55,0.52,14.76,3.82,20231228,3.01,4.83,26.51,-49.43,19.03,5.29,10551
2822,20241216,301580.SZ,爱迪特,医疗保健,河北,30.49,0.18,0.76,22.69,18.94,1.54,12.95,17.01,1.75,25.65,2.31,20240626,5.28,6.94,0.0,0.0,52.92,17.13,13703
2823,20241216,301586.SZ,佳力奇,航空,安徽,46.2,0.2,0.83,17.56,12.95,3.84,6.49,7.82,1.22,15.1,3.87,20240828,4.81,5.79,0.0,0.0,32.73,18.02,16093
2824,20241216,301587.SZ,中瑞股份,电气设备,江苏,57.84,0.31,1.47,24.64,12.14,7.65,11.81,8.02,0.4,13.6,2.08,20240408,6.18,4.19,0.0,0.0,29.7,11.15,11972
2825,20241216,301588.SZ,美新科技,家居用品,广东,49.79,0.24,1.19,15.73,9.27,3.78,5.25,4.41,0.38,7.62,3.04,20240313,2.46,2.07,0.0,0.0,32.93,6.44,8724
2826,20241216,301589.SZ,诺瓦星云,IT设备,陕西,26.88,0.18,0.92,51.86,37.86,6.23,20.42,22.09,5.14,39.24,4.55,20240208,13.76,14.88,10.6,10.03,55.35,19.43,9174
2827,20241216,301591.SZ,肯特股份,塑料,江苏,42.97,0.21,0.84,9.34,7.24,0.85,4.93,5.87,0.75,10.25,3.94,20240228,2.53,3.0,9.92,0.07,38.98,18.22,11750
2828,20241216,301592.SZ,六九一二,软件服务,四川,758.48,0.17,0.7,9.02,7.89,0.37,1.2,1.72,0.17,12.4,13.69,20241024,2.36,3.38,0.0,0.0,47.14,5.2,34998
2829,20241216,301596.SZ,瑞迪智驱,机械基件,四川,59.58,0.14,0.55,11.13,8.72,1.88,4.72,8.56,1.55,14.58,7.26,20240513,2.45,4.44,0.0,0.0,32.64,16.89,11427
2830,20241216,301600.SZ,慧翰股份,通信设备,福建,49.08,0.18,0.7,16.87,16.49,0.14,6.78,9.66,2.56,17.91,7.02,20240911,4.82,6.88,0.0,0.0,29.59,18.35,12906
2831,20241216,301603.SZ,乔锋智能,机床制造,广东,26.93,0.23,1.21,33.67,26.07,4.57,10.75,8.9,1.55,17.42,2.57,20240710,8.43,6.98,0.0,0.0,29.9,12.6,16818
2832,20241216,301606.SZ,绿联科技,元器件,深圳,34.71,0.31,4.15,35.95,31.03,0.31,10.62,2.56,0.84,6.62,5.42,20240726,11.51,2.77,0.0,0.0,37.73,7.44,19399
2833,20241216,301607.SZ,富特科技,汽车配件,浙江,40.0,0.22,1.11,19.73,15.85,1.44,7.98,7.18,0.96,8.86,4.47,20240904,0.65,0.58,0.0,0.0,26.41,6.98,14214
2834,20241216,301608.SZ,博实结,通信设备,深圳,34.43,0.17,0.89,23.52,20.01,1.6,11.03,12.4,1.88,22.12,3.14,20240801,7.56,8.5,0.0,0.0,23.3,12.89,14420
2835,20241216,301611.SZ,珂玛科技,半导体,江苏,90.22,0.56,4.36,21.72,13.53,3.68,5.29,1.21,0.61,3.4,18.32,20240816,4.89,1.12,0.0,0.0,59.42,36.65,33526
2836,20241216,301613.SZ,新铝时代,汽车配件,重庆,29.85,0.23,0.96,25.69,17.12,5.04,2.68,2.8,2.15,15.23,4.22,20241025,5.14,5.36,0.0,0.0,24.84,11.7,22325
2837,20241216,301617.SZ,C博苑,化工原料,山东,29.53,0.24,1.03,11.53,6.82,2.13,2.4,2.33,1.66,15.64,4.19,20241211,6.13,5.96,0.0,0.0,25.56,16.98,30002
2838,20241216,301618.SZ,长联科技,染料涂料,广东,91.11,0.16,0.64,11.64,7.86,0.56,3.5,5.43,1.16,14.31,7.39,20240930,4.83,7.49,0.0,0.0,33.27,13.55,31179
2839,20241216,301622.SZ,英思特,矿物制品,内蒙,43.17,0.27,1.16,16.99,10.62,4.12,1.39,1.2,1.19,12.46,5.48,20241204,6.05,5.22,0.0,0.0,29.62,16.2,32913
2840,20241216,301626.SZ,苏州天脉,元器件,江苏,62.42,0.22,1.16,11.0,5.7,4.09,2.47,2.13,1.62,12.56,8.05,20241024,5.35,4.63,0.0,0.0,40.53,20.32,29530
2841,20241216,301628.SZ,强达电路,元器件,深圳,58.52,0.19,0.75,8.53,4.93,2.43,2.15,2.86,1.06,13.86,5.95,20241031,3.08,4.08,0.0,0.0,31.27,13.62,21307
2842,20241216,301631.SZ,壹连科技,元器件,深圳,34.1,0.13,0.65,30.46,21.47,4.81,1.67,2.56,2.81,35.07,3.65,20241122,8.85,13.56,0.0,0.0,16.33,6.76,18075
2843,20241216,301633.SZ,港迪技术,专用机械,湖北,66.42,0.14,0.56,8.26,6.79,0.17,1.71,3.07,1.04,15.98,5.78,20241107,2.12,3.81,0.0,0.0,45.49,15.56,14393
2844,20241216,001391.SZ,国货航,仓储物流,北京,0.0,0.0,0.0,236.75,79.71,119.37,54.35,0.0,0.0,0.0,0.0,0,42.79,0.0,0.0,0.0,13.29,7.76,0
2845,20241216,301585.SZ,蓝宇股份,染料涂料,浙江,0.0,0.0,0.0,6.47,4.34,1.26,0.64,0.0,0.0,0.0,0.0,0,3.61,0.0,0.0,0.0,38.41,22.93,0
2846,20241216,301598.SZ,博科测试,专用机械,北京,0.0,0.0,0.0,13.29,12.83,0.14,0.81,0.0,0.0,0.0,0.0,0,3.35,0.0,0.0,0.0,46.27,20.24,0
2847,20241216,600000.SH,浦发银行,银行,上海,6.02,293.52,293.52,94165.35,0.0,532.84,819.21,2.79,1.13,21.9,0.44,19991110,2236.45,7.62,-2.24,25.86,28.04,27.49,146495
2848,20241216,600004.SH,白云机场,机场,广东,26.28,23.67,23.67,269.82,58.95,170.1,98.44,4.16,0.28,7.64,1.29,20030428,48.57,2.05,15.04,143.71,27.06,13.16,88215
2849,20241216,600006.SH,东风股份,汽车整车,湖北,0.0,20.0,20.0,168.45,120.48,13.88,6.18,0.31,-0.06,4.07,2.01,19990727,45.54,2.28,-12.97,-407.32,3.03,-1.43,126626
2850,20241216,600007.SH,中国国贸,园区开发,北京,18.03,10.07,10.07,121.23,39.85,14.07,18.74,1.86,1.01,9.34,2.6,19990312,60.25,5.98,0.02,1.63,60.51,34.54,13376
2851,20241216,600008.SH,首创环保,水务,北京,5.76,73.41,73.41,1104.11,295.98,62.05,36.26,0.49,0.44,2.93,1.16,20000427,84.27,1.15,-1.88,154.67,35.4,26.64,166287
2852,20241216,600009.SH,上海机场,机场,上海,54.84,19.19,24.88,689.54,182.84,232.05,163.73,6.58,0.48,16.39,2.15,19980218,206.99,8.32,16.03,141.87,22.56,15.57,205798
2853,20241216,600010.SH,包钢股份,普钢,内蒙,0.0,314.97,454.05,1532.45,388.33,657.44,1.67,0.0,-0.01,1.13,1.75,20010309,53.47,0.12,-6.94,-208.75,7.88,-1.39,838567
