,trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
1358,20241216,002911.SZ,佛燃能源,供气供热,广东,25.42,12.48,12.87,193.29,69.69,70.34,2.86,0.22,0.35,3.32,3.67,20171122,19.96,1.55,26.11,6.23,6.19,2.28,19500
1359,20241216,002912.SZ,中新赛克,IT设备,深圳,0.0,1.62,1.71,20.02,15.69,1.79,4.78,2.8,-0.28,9.22,3.04,20171121,8.74,5.12,-21.24,-163.36,76.44,-12.96,26064
1360,20241216,002913.SZ,奥士康,元器件,湖南,20.96,2.56,3.17,80.57,35.9,33.38,20.24,6.38,0.88,13.6,1.8,20171201,17.67,5.57,2.6,-36.71,23.69,8.43,19902
1361,20241216,002915.SZ,中欣氟材,化工原料,浙江,0.0,2.88,3.25,32.77,9.84,13.69,9.12,2.8,-0.13,4.43,3.38,20171205,1.43,0.44,12.05,-13.73,9.4,-4.15,29943
1362,20241216,002916.SZ,深南电路,元器件,深圳,26.41,5.11,5.13,247.75,104.27,121.87,61.96,12.08,2.9,27.74,3.68,20171213,72.05,14.05,37.92,63.86,25.91,11.4,53834
1363,20241216,002917.SZ,金奥博,化工原料,深圳,24.02,2.61,3.48,30.59,18.12,5.61,7.86,2.26,0.31,4.47,2.22,20171208,4.16,1.2,13.1,33.24,33.8,11.23,18935
1364,20241216,002918.SZ,蒙娜丽莎,陶瓷,广东,20.48,2.19,4.15,89.03,46.03,30.77,13.69,3.3,0.34,7.91,1.17,20171219,14.49,3.49,-21.41,-57.85,27.59,3.99,25137
1365,20241216,002919.SZ,名臣健康,互联网,广东,39.66,2.64,2.67,12.03,8.44,0.42,1.79,0.67,0.36,3.28,5.86,20171218,4.04,1.52,-24.44,-41.66,61.68,9.83,19315
1366,20241216,002920.SZ,德赛西威,汽车配件,广东,34.02,5.52,5.55,193.19,145.72,21.06,26.87,4.84,2.55,16.14,7.13,20171226,54.66,9.85,31.13,46.49,20.55,7.47,33358
1367,20241216,002921.SZ,联诚精密,汽车配件,山东,0.0,1.1,1.31,24.61,11.5,8.83,7.91,6.04,-0.2,7.68,1.72,20171227,1.65,1.26,-4.45,-394.96,14.09,-3.05,13320
1368,20241216,002922.SZ,伊戈尔,电气设备,广东,23.61,3.7,3.92,69.01,41.92,11.78,19.91,5.08,0.54,8.05,2.1,20171229,7.27,1.85,28.78,27.21,22.14,6.75,53025
1369,20241216,002923.SZ,润都股份,化学制药,广东,73.09,2.58,3.35,21.66,8.37,11.3,1.83,0.55,0.11,3.43,3.15,20180105,5.01,1.5,-7.23,-43.29,46.37,4.24,12538
1370,20241216,002925.SZ,盈趣科技,元器件,福建,50.92,7.36,7.77,69.77,34.84,18.54,15.83,2.04,0.23,6.08,2.47,20180115,22.89,2.94,-14.24,-48.43,27.74,7.27,31351
1371,20241216,002926.SZ,华西证券,证券,四川,67.09,26.25,26.25,944.34,0.0,5.67,81.14,3.09,0.1,8.75,0.99,20180205,78.73,3.0,-13.78,-31.9,13.09,11.35,90852
1372,20241216,002927.SZ,泰永长征,电气设备,贵州,42.86,2.21,2.23,17.98,13.63,1.46,3.56,1.59,0.24,4.61,2.98,20180223,4.1,1.84,-15.61,-34.88,29.5,8.33,20809
1373,20241216,002928.SZ,华夏航空,空运,贵州,25.11,12.78,12.78,201.24,51.41,29.97,32.96,2.58,0.24,2.65,3.02,20180302,-13.01,-1.02,33.81,143.96,5.92,5.95,30166
1374,20241216,002929.SZ,润建股份,通信设备,广西,23.22,2.13,2.82,165.46,124.89,7.59,31.19,11.07,1.03,22.0,1.45,20180301,24.98,8.86,-3.01,-27.63,16.07,3.95,36079
1375,20241216,002930.SZ,宏川智慧,仓储物流,广东,25.1,4.33,4.57,94.78,8.31,49.86,9.53,2.08,0.37,5.52,2.27,20180328,10.37,2.27,-6.29,-28.81,50.99,17.75,14056
1376,20241216,002931.SZ,锋龙股份,机械基件,浙江,1988.7,1.87,2.05,10.95,5.54,3.04,2.04,1.0,0.01,3.45,4.45,20180403,2.83,1.38,7.15,-75.61,19.06,0.35,18898
1377,20241216,002932.SZ,明德生物,医疗保健,湖北,42.19,1.56,2.33,68.3,21.21,2.98,8.18,3.52,0.35,25.32,0.77,20180710,44.05,18.94,-63.95,-44.3,51.79,27.64,28141
1378,20241216,002933.SZ,新兴装备,航空,北京,208.81,1.14,1.17,23.93,19.79,1.22,6.25,5.33,0.14,12.77,3.15,20180828,6.66,5.67,19.56,24.02,26.22,5.02,18350
1379,20241216,002935.SZ,天奥电子,航空,四川,343.24,4.15,4.27,26.74,23.47,2.69,2.84,0.67,0.04,3.61,4.74,20180903,7.6,1.78,-10.2,-32.02,26.49,2.76,20420
1380,20241216,002936.SZ,郑州银行,银行,河南,6.78,67.01,90.92,6666.26,0.0,21.15,59.85,0.66,0.25,4.94,0.45,20180919,175.49,1.93,-13.71,-18.41,28.33,25.32,104093
1381,20241216,002937.SZ,兴瑞科技,元器件,浙江,20.61,2.97,2.98,24.68,14.57,7.27,3.42,1.15,0.64,4.98,3.56,20180926,8.08,2.71,-0.6,1.33,26.96,12.99,13638
1382,20241216,002938.SZ,鹏鼎控股,元器件,深圳,31.52,23.05,23.19,439.13,228.35,158.31,126.52,5.46,0.86,13.12,2.73,20180918,143.13,6.17,14.82,7.05,20.47,8.4,49084
1383,20241216,002939.SZ,长城证券,证券,深圳,23.67,34.88,40.34,1200.52,0.0,1.24,158.42,3.93,0.27,7.3,1.18,20181026,54.11,1.34,-9.45,-9.46,43.77,38.91,82036
1384,20241216,002940.SZ,昂利康,化学制药,浙江,44.39,1.85,2.02,30.83,16.02,5.62,7.18,3.56,0.25,7.48,1.96,20181023,5.62,2.79,-5.51,-54.52,40.09,9.52,10712
1385,20241216,002941.SZ,新疆交建,建筑工程,新疆,32.87,6.4,6.45,187.16,93.45,3.54,7.31,1.13,0.28,5.1,2.41,20181128,16.25,2.52,-23.53,-15.6,13.06,4.46,46155
1386,20241216,002942.SZ,新农股份,农药化肥,浙江,25.16,1.4,1.56,16.15,8.73,3.84,3.21,2.05,0.48,7.54,2.12,20181205,5.52,3.54,14.18,236.47,29.39,9.85,7313
1387,20241216,002943.SZ,宇晶股份,机床制造,湖南,102.61,1.21,2.05,34.95,18.95,10.05,6.98,3.41,0.16,6.19,3.44,20181129,3.38,1.65,3.1,-65.73,23.51,2.68,21754
1388,20241216,002945.SZ,华林证券,证券,西藏,100.74,27.0,27.0,257.82,0.0,0.58,6.77,0.25,0.11,2.45,6.13,20190117,20.71,0.77,34.98,61.65,44.77,29.73,56880
1389,20241216,002946.SZ,新乳业,乳制品,四川,20.0,8.52,8.61,92.31,21.72,29.27,5.23,0.61,0.55,3.4,4.31,20190125,20.66,2.4,-0.54,24.37,29.09,5.97,17304
1390,20241216,002947.SZ,恒铭达,元器件,江苏,21.3,1.62,2.56,37.88,30.53,3.73,17.97,7.01,1.33,11.74,2.93,20190201,9.16,3.58,41.05,59.3,32.79,18.36,16675
1391,20241216,002948.SZ,青岛银行,银行,山东,4.78,31.1,58.2,6689.82,0.0,34.5,106.87,1.84,0.55,6.22,0.61,20190116,72.77,1.25,8.14,15.6,39.97,33.95,57380
1392,20241216,002949.SZ,华阳国际,建筑工程,深圳,26.02,1.5,1.96,31.31,16.99,7.0,6.45,3.29,0.57,7.27,2.72,20190226,4.82,2.46,-22.9,-19.46,34.03,14.61,12866
1393,20241216,002950.SZ,奥美医疗,医疗保健,湖北,16.28,4.52,6.33,51.57,19.95,18.36,5.66,0.89,0.42,5.27,1.73,20190311,19.73,3.11,21.39,76.3,27.99,10.84,41703
1394,20241216,002951.SZ,*ST金时,广告包装,四川,0.0,4.01,4.05,23.89,8.46,5.5,5.28,1.3,-0.11,4.53,1.66,20190315,4.3,1.06,86.78,-103.31,18.68,-86.51,7895
1395,20241216,002952.SZ,亚世光电,元器件,辽宁,191.4,1.32,1.64,11.08,8.2,2.46,3.64,2.21,0.1,5.27,4.98,20190328,2.93,1.78,-2.71,-16.05,11.88,2.96,26989
1396,20241216,002953.SZ,日丰股份,电气设备,广东,36.28,2.72,4.57,34.4,24.98,4.27,5.09,1.11,0.28,4.03,3.31,20190509,7.87,1.72,6.44,14.71,11.9,4.1,27189
1397,20241216,002955.SZ,鸿合科技,IT设备,深圳,18.91,1.87,2.36,49.51,35.58,7.79,17.74,7.51,1.04,14.93,1.75,20190523,14.52,6.15,-9.93,-18.33,31.36,8.68,22637
1398,20241216,002956.SZ,西麦食品,食品,广西,26.76,2.23,2.23,19.58,11.97,3.86,6.75,3.02,0.49,6.69,2.59,20190619,5.39,2.41,26.49,17.13,42.61,7.58,17925
1399,20241216,002957.SZ,科瑞技术,专用机械,深圳,30.97,4.1,4.11,54.92,37.62,9.43,7.78,1.89,0.41,7.14,2.32,20190726,15.87,3.86,-11.17,-4.79,38.9,11.45,38367
1400,20241216,002958.SZ,青农商行,银行,山东,4.02,49.26,55.56,4790.1,0.0,30.76,38.23,0.69,0.55,6.43,0.48,20190326,131.65,2.37,2.58,5.16,38.62,37.94,89384
1401,20241216,002959.SZ,小熊电器,家用电器,广东,30.17,1.54,1.57,55.14,36.19,12.56,9.89,6.3,1.15,16.78,2.75,20190823,15.09,9.61,-5.4,-42.91,35.62,5.95,26717
1402,20241216,002960.SZ,青鸟消防,专用机械,河北,20.91,6.2,7.44,83.33,62.76,7.75,21.78,2.93,0.46,8.19,1.53,20190809,31.46,4.23,-3.4,-33.66,37.6,10.05,24688
1403,20241216,002961.SZ,瑞达期货,多元金融,福建,18.77,4.45,4.45,155.63,0.0,1.62,2.67,0.6,0.61,6.11,2.5,20190905,15.25,3.43,104.66,51.15,21.37,16.26,17273
1404,20241216,002962.SZ,五方光电,元器件,湖北,61.48,2.09,2.92,21.11,14.44,4.1,9.6,3.29,0.22,6.26,2.88,20190917,5.11,1.75,36.97,43.97,16.12,7.35,51713
1405,20241216,002963.SZ,豪尔赛,装修装饰,北京,239.84,1.23,1.5,19.7,14.56,0.7,10.27,6.83,0.04,10.2,1.29,20191028,2.99,1.99,-12.33,-50.42,29.7,1.6,15393
1406,20241216,002965.SZ,祥鑫科技,汽车配件,广东,17.35,1.53,2.04,73.82,53.51,12.9,23.81,11.66,1.46,20.05,1.52,20191025,13.93,6.82,24.88,-2.96,13.89,5.57,28740
1407,20241216,002966.SZ,苏州银行,银行,江苏,5.39,36.84,37.65,6771.84,0.0,23.77,105.32,2.8,1.08,11.4,0.7,20190802,162.38,4.31,1.1,11.09,55.82,46.61,54748
1408,20241216,002967.SZ,广电计量,电器仪表,广东,39.51,5.41,5.83,63.73,31.23,21.86,20.46,3.51,0.33,6.34,2.69,20191108,10.37,1.78,10.01,42.18,44.54,8.54,37472
1409,20241216,002968.SZ,新大正,房产服务,重庆,16.6,2.13,2.26,20.65,14.92,1.65,3.74,1.65,0.47,5.43,1.93,20191203,5.28,2.33,12.41,-15.2,12.29,4.56,12313
1410,20241216,002969.SZ,嘉美包装,广告包装,安徽,35.07,9.5,9.59,41.81,14.23,21.3,7.44,0.78,0.08,2.33,1.56,20191202,4.52,0.47,-5.81,26.11,13.12,3.57,24749
1411,20241216,002970.SZ,锐明技术,IT设备,深圳,27.13,1.15,1.77,29.46,22.32,3.76,8.32,4.71,1.27,9.27,4.87,20191217,5.59,3.17,55.17,170.8,39.15,11.61,22129
1412,20241216,002971.SZ,和远气体,化工原料,湖北,54.39,1.62,2.08,49.57,8.07,17.05,4.42,2.12,0.28,6.41,3.2,20200113,6.32,3.04,7.57,-3.82,18.82,5.01,10426
1413,20241216,002972.SZ,科安达,运输设备,深圳,30.51,1.33,2.46,13.99,10.42,1.18,3.87,1.57,0.28,4.87,2.34,20191227,4.85,1.97,19.41,34.98,65.15,34.31,17135
1414,20241216,002973.SZ,侨银股份,环境保护,广东,14.5,1.73,4.09,82.81,45.4,7.59,2.61,0.64,0.59,5.78,1.98,20200106,16.09,3.94,-1.22,-10.01,27.33,8.83,14046
1415,20241216,002975.SZ,博杰股份,专用机械,广东,2308.21,0.72,1.42,27.35,18.41,3.29,6.69,4.71,0.01,11.31,2.95,20200205,6.76,4.75,23.03,128.42,44.61,-0.38,19345
1416,20241216,002976.SZ,瑞玛精密,汽车配件,江苏,0.0,0.65,1.21,22.88,13.25,5.31,3.58,2.96,-0.05,6.67,3.7,20200306,2.95,2.44,0.64,-109.69,21.01,-0.6,19407
1417,20241216,002977.SZ,天箭科技,通信设备,四川,387.18,0.67,1.2,12.77,9.88,2.06,5.72,4.76,0.06,9.04,3.43,20200317,3.4,2.83,-5.93,-84.11,52.1,5.34,19742
1418,20241216,002978.SZ,安宁股份,小金属,四川,13.36,2.99,4.01,77.05,32.12,12.57,10.25,2.56,1.71,15.67,1.94,20200417,45.36,11.31,-1.26,-4.04,66.93,50.25,17341
1419,20241216,002979.SZ,雷赛智能,专用机械,深圳,53.32,2.17,3.07,22.72,15.27,4.18,3.82,1.25,0.47,4.61,7.25,20200408,6.96,2.27,9.62,56.36,38.64,12.77,30016
1420,20241216,002980.SZ,华盛昌,电器仪表,深圳,26.01,0.72,1.35,13.67,8.61,0.82,5.56,4.11,0.98,7.88,3.58,20200415,3.13,2.31,14.3,20.71,46.89,19.7,13072
1421,20241216,002981.SZ,朝阳科技,元器件,广东,35.23,1.19,1.35,17.06,8.59,5.21,4.17,3.09,0.56,7.35,3.59,20200417,4.03,2.98,17.65,-1.18,23.2,6.48,15726
1422,20241216,002982.SZ,湘佳股份,农业综合,湖南,24.67,0.92,1.45,40.16,13.09,19.6,6.86,4.72,0.62,11.19,1.8,20200424,7.57,5.21,5.46,259.71,17.88,3.07,16778
1423,20241216,002983.SZ,芯瑞达,元器件,安徽,46.09,1.28,2.23,18.2,14.03,2.11,5.32,2.38,0.34,5.82,3.54,20200428,4.92,2.2,-24.6,-44.63,19.92,9.8,22871
1424,20241216,002984.SZ,森麒麟,汽车配件,山东,11.04,6.99,10.29,167.81,80.38,54.81,44.66,4.34,2.13,12.11,2.04,20200911,64.02,6.22,10.42,73.72,35.45,27.22,30751
1425,20241216,002985.SZ,北摩高科,航空,北京,73.57,2.07,3.32,41.13,31.52,4.6,8.13,2.45,0.25,7.66,3.21,20200429,11.97,3.61,-38.24,-76.1,57.54,20.94,39338
1426,20241216,002986.SZ,宇新股份,化工原料,广东,13.68,3.0,3.84,76.05,21.6,20.14,18.79,4.9,0.69,10.45,1.19,20200602,16.99,4.43,21.96,-31.33,19.25,4.61,12529
1427,20241216,002987.SZ,京北方,软件服务,北京,34.08,6.02,6.19,32.36,27.73,0.47,6.16,0.99,0.37,4.38,3.78,20200507,13.31,2.15,10.05,-9.34,22.61,6.56,59829
1428,20241216,002988.SZ,豪美新材,铝,广东,22.44,2.48,2.48,62.15,39.92,16.91,13.28,5.36,0.69,10.21,2.03,20200518,9.87,3.98,14.02,38.26,11.72,3.54,21574
1429,20241216,002989.SZ,中天精装,装修装饰,深圳,0.0,1.66,1.82,26.2,16.75,2.69,7.97,4.38,-0.61,7.99,2.71,20200610,3.81,2.09,-59.42,-371.48,6.76,-40.56,13111
1430,20241216,002990.SZ,盛视科技,软件服务,深圳,44.41,1.34,2.56,33.42,27.33,1.73,10.45,4.08,0.43,9.14,2.79,20200525,9.26,3.62,-20.26,-35.23,40.52,12.06,21038
1431,20241216,002991.SZ,甘源食品,食品,江西,21.73,0.5,0.93,20.58,10.74,6.26,9.49,10.18,3.05,17.34,4.97,20200731,6.56,7.04,22.23,29.48,35.59,17.27,8999
1432,20241216,002992.SZ,宝明科技,元器件,深圳,0.0,1.57,1.82,23.13,10.82,9.12,8.83,4.85,-0.41,4.05,14.33,20200803,-3.74,-2.05,27.04,24.62,9.01,-7.3,13427
1433,20241216,002993.SZ,奥海科技,元器件,广东,26.96,2.38,2.76,86.16,62.42,16.33,28.25,10.23,1.08,17.94,2.18,20200817,18.18,6.58,27.4,-13.77,19.81,6.64,22837
1434,20241216,002995.SZ,天地在线,互联网,北京,0.0,1.12,1.77,12.83,9.45,1.31,4.55,2.56,-0.17,5.46,4.75,20200805,2.99,1.68,-17.03,3.63,6.17,-2.82,29224
1435,20241216,002996.SZ,顺博合金,铝,重庆,20.84,4.22,6.69,123.79,106.26,9.0,9.76,1.46,0.29,4.71,1.45,20200828,13.94,2.08,20.86,95.66,3.17,1.63,23005
1436,20241216,002997.SZ,瑞鹄模具,专用机械,安徽,23.99,2.09,2.09,56.82,36.57,8.75,9.85,4.71,1.23,9.87,3.91,20200903,7.86,3.75,32.99,63.66,24.28,16.52,21712
1437,20241216,002998.SZ,优彩资源,化纤,江苏,17.54,2.44,3.26,26.07,12.65,8.99,5.77,1.77,0.3,5.21,1.33,20200925,7.54,2.31,-13.95,-12.71,11.38,6.01,18900
1438,20241216,002999.SZ,天禾股份,批发业,广东,179.53,3.42,3.48,73.69,57.36,4.94,3.22,0.93,0.03,3.45,2.1,20200903,4.27,1.23,-4.39,-82.27,5.09,0.07,45796
1439,20241216,003000.SZ,劲仔食品,食品,湖南,21.42,3.04,4.51,19.67,12.88,4.14,5.14,1.14,0.48,2.98,4.57,20200914,3.61,0.8,18.65,61.2,30.28,12.24,20464
1440,20241216,003001.SZ,中岩大地,建筑工程,北京,131.96,0.73,1.27,17.58,15.18,1.14,7.48,5.9,0.29,9.27,5.46,20201013,2.81,2.22,-17.21,192.4,24.96,6.68,9209
1441,20241216,003002.SZ,壶化股份,化工原料,山西,36.68,1.83,2.0,20.39,10.28,4.02,3.42,1.71,0.52,6.67,3.8,20200922,6.82,3.41,-18.88,-32.91,40.3,13.67,8837
1442,20241216,003003.SZ,天元股份,广告包装,广东,28.72,1.16,1.77,18.36,7.93,5.83,6.86,3.88,0.29,7.19,1.52,20200921,3.81,2.16,-20.93,65.86,18.08,5.52,14640
1443,20241216,003004.SZ,声迅股份,IT设备,北京,0.0,0.7,0.82,11.05,6.74,2.4,3.59,4.38,-0.35,8.32,3.65,20201126,2.12,2.59,-7.38,-59.83,40.14,-27.18,14382
1444,20241216,003005.SZ,竞业达,软件服务,北京,173.93,0.74,1.65,18.68,12.84,3.94,7.41,4.48,0.16,10.2,3.35,20200922,5.86,3.54,22.02,1377.71,50.19,7.95,24829
1445,20241216,003006.SZ,百亚股份,造纸,重庆,34.91,4.29,4.29,19.35,11.64,5.21,2.69,0.63,0.56,3.26,7.93,20200921,5.85,1.36,57.51,30.77,54.88,10.26,8185
1446,20241216,003007.SZ,直真科技,软件服务,北京,0.0,0.74,1.04,9.46,5.7,0.87,3.79,3.65,-0.4,7.87,3.99,20200923,3.23,3.11,-5.49,13.7,64.34,-22.84,15703
1447,20241216,003008.SZ,开普检测,电气设备,河南,27.85,0.78,1.04,11.22,6.95,3.88,6.16,5.92,0.54,10.23,1.95,20200923,2.99,2.87,23.4,19.6,68.88,34.44,12046
1448,20241216,003009.SZ,中天火箭,航空,陕西,277.65,1.55,1.55,30.63,21.21,6.14,6.27,4.04,0.11,10.1,4.05,20200925,7.12,4.58,-4.48,-56.77,18.82,2.67,22765
1449,20241216,003010.SZ,若羽臣,互联网,广东,58.5,1.21,1.64,14.46,10.69,1.73,6.12,3.73,0.35,6.17,4.45,20200925,3.73,2.28,39.25,71.08,46.5,5.0,17724
1450,20241216,003011.SZ,海象新材,家居用品,浙江,872.26,0.78,1.03,21.94,9.37,9.12,7.22,7.03,0.02,13.29,1.39,20200930,5.31,5.17,-18.23,-98.82,27.73,0.16,11381
1451,20241216,003012.SZ,东鹏控股,陶瓷,广东,19.07,11.61,11.73,119.91,62.35,36.41,23.51,2.0,0.26,6.51,1.03,20201019,38.97,3.32,-18.27,-50.95,31.23,6.56,27973
1452,20241216,003013.SZ,地铁设计,建筑工程,广东,17.46,4.0,4.08,58.6,38.5,2.64,9.54,2.34,0.74,6.24,2.71,20201022,7.18,1.76,3.05,3.61,36.09,15.69,12707
1453,20241216,003015.SZ,日久光电,元器件,江苏,53.1,2.45,2.81,11.26,4.59,6.26,5.27,1.88,0.21,3.42,4.15,20201021,2.49,0.88,24.75,1448.1,26.95,12.7,49762
1454,20241216,003016.SZ,欣贺股份,服饰,福建,0.0,4.27,4.29,34.91,21.04,8.38,12.41,2.9,-0.07,6.29,1.51,20201026,8.75,2.04,-21.52,-125.03,67.53,-2.87,15754
1455,20241216,003017.SZ,大洋生物,化工原料,浙江,26.79,0.68,0.84,16.12,6.67,5.24,5.25,6.25,0.62,12.24,1.78,20201026,4.1,4.88,-6.01,27.6,19.05,7.63,9977
1456,20241216,003018.SZ,金富科技,塑料,广东,17.55,1.33,2.6,18.0,5.8,5.79,6.15,2.36,0.45,5.97,1.75,20201106,6.3,2.42,13.78,23.54,27.58,15.93,16207
1457,20241216,003019.SZ,宸展光电,元器件,福建,20.69,1.68,1.74,25.5,17.1,1.82,7.84,4.5,0.97,8.52,3.04,20201117,4.89,2.81,50.29,44.11,23.47,8.44,18006
1458,20241216,003020.SZ,立方制药,化学制药,安徽,23.49,1.38,1.92,25.55,11.58,7.1,5.31,2.77,0.63,9.04,2.15,20201215,9.48,4.95,-26.2,-30.57,69.92,10.28,9634
1459,20241216,003021.SZ,兆威机电,元器件,深圳,87.8,2.06,2.4,39.55,27.76,6.8,18.46,7.68,0.67,13.13,5.91,20201204,9.97,4.15,29.99,24.22,31.55,15.05,22963
1460,20241216,003022.SZ,联泓新科,化工原料,山东,84.14,13.36,13.36,187.03,39.84,68.98,27.22,2.04,0.13,5.38,2.78,20201208,27.02,2.02,0.62,-55.9,15.33,3.51,59713
1461,20241216,003023.SZ,彩虹集团,家用电器,四川,22.43,1.05,1.05,22.33,17.84,3.31,4.2,3.98,0.68,14.31,1.42,20201211,8.37,7.95,7.53,18.02,42.33,9.28,17632
1462,20241216,003025.SZ,思进智能,机床制造,浙江,18.17,1.99,2.37,13.44,7.01,3.58,2.83,1.2,0.65,4.85,3.22,20201211,5.62,2.37,46.81,133.71,38.26,32.79,19930
1463,20241216,003026.SZ,中晶科技,半导体,浙江,283.7,0.8,1.3,13.29,5.1,6.65,2.9,2.23,0.12,4.95,7.55,20201218,2.03,1.56,25.27,164.81,34.46,7.11,37155
1464,20241216,003027.SZ,同兴环保,环境保护,安徽,86.09,1.02,1.31,23.78,17.2,4.38,8.55,6.54,0.15,12.87,1.33,20201218,6.55,5.01,-23.93,-30.63,19.13,5.44,18292
1465,20241216,003028.SZ,振邦智能,元器件,深圳,23.56,0.54,1.12,23.73,18.38,0.86,7.25,6.48,1.2,15.09,2.5,20201228,7.3,6.53,21.88,-13.53,23.45,12.63,10580
1466,20241216,003029.SZ,吉大正元,软件服务,吉林,0.0,1.71,1.94,16.8,8.87,2.13,9.57,4.94,-0.37,6.3,4.13,20201224,0.85,0.44,-13.02,14.32,56.7,-21.85,22380
1467,20241216,003030.SZ,祖名股份,食品,浙江,0.0,0.81,1.25,21.16,5.17,13.87,5.24,4.2,-0.1,8.11,2.2,20210106,3.42,2.74,13.46,-136.42,23.7,-1.9,9233
1468,20241216,003031.SZ,中瓷电子,元器件,河北,49.17,1.65,4.51,77.42,56.1,13.61,31.86,7.06,0.82,13.0,4.13,20210104,18.18,4.03,-1.09,7.48,34.44,22.5,20180
1469,20241216,003032.SZ,传智教育,文教休闲,江苏,0.0,2.73,4.02,16.29,9.7,0.03,2.64,0.66,-0.1,3.34,3.72,20210112,6.0,1.49,-59.45,-140.48,34.76,-22.8,46610
1470,20241216,003033.SZ,征和工业,汽车配件,山东,18.26,0.81,0.82,22.64,9.92,6.48,4.52,5.53,1.2,14.92,1.95,20210111,6.53,7.99,8.31,4.94,22.41,7.4,6748
1471,20241216,003035.SZ,南网能源,新型电力,广东,84.8,22.58,37.88,199.92,45.51,122.08,10.61,0.28,0.04,1.81,2.5,20210119,18.25,0.48,3.78,-56.15,35.43,7.38,116354
1472,20241216,003036.SZ,泰坦股份,纺织机械,浙江,22.25,2.16,2.16,31.24,24.26,4.03,4.17,1.93,0.37,6.27,1.77,20210128,5.66,2.62,10.81,-32.13,16.34,6.79,13411
1473,20241216,003037.SZ,三和管桩,水泥,广东,157.84,2.01,5.99,69.24,40.83,18.42,14.72,2.46,0.03,4.59,1.59,20210204,5.67,0.95,-13.38,-65.28,9.74,0.47,29340
1474,20241216,003038.SZ,鑫铂股份,铝,安徽,25.13,1.69,2.44,98.67,69.53,21.71,20.68,8.49,0.55,12.51,1.5,20210210,7.76,3.19,31.23,-35.65,7.45,2.2,16793
1475,20241216,003039.SZ,顺控发展,水务,广东,32.19,6.18,6.18,63.62,17.31,15.95,5.49,0.89,0.33,4.32,3.29,20210308,14.0,2.27,24.31,11.12,44.28,21.71,32238
1476,20241216,003040.SZ,楚天龙,通信设备,广东,0.0,4.57,4.61,18.78,14.88,2.71,7.53,1.63,-0.06,3.06,5.17,20210322,1.39,0.3,-27.02,-138.55,28.86,-4.09,44562
1477,20241216,003041.SZ,真爱美家,纺织,浙江,50.98,1.37,1.44,21.22,6.33,7.08,3.96,2.75,0.39,9.23,2.87,20210406,7.55,5.24,-10.97,-32.4,19.62,9.0,8319
1478,20241216,003042.SZ,中农联合,农药化肥,山东,0.0,1.27,1.42,38.69,14.15,12.74,8.09,5.68,-0.39,9.98,1.75,20210406,4.2,2.95,12.7,34.56,11.21,-3.67,20127
1479,20241216,003043.SZ,华亚智能,半导体,江苏,48.08,0.49,0.95,25.59,16.05,1.56,8.07,8.49,0.83,16.98,2.63,20210406,4.75,4.99,16.73,-7.54,30.11,16.11,17835
1480,20241216,003816.SZ,中国广核,新型电力,深圳,15.55,393.35,504.99,4215.05,784.4,2627.05,107.99,0.21,0.2,2.35,1.75,20190826,496.67,0.98,4.06,2.93,36.72,24.89,199567
1481,20241216,300001.SZ,特锐德,电气设备,山东,39.63,10.28,10.56,239.66,152.13,35.46,35.73,3.38,0.44,6.54,3.42,20091030,25.49,2.41,11.56,101.23,20.52,4.13,63295
1482,20241216,300002.SZ,神州泰岳,互联网,北京,16.5,18.21,19.63,78.24,48.11,3.35,7.39,0.38,0.56,3.48,3.52,20091030,39.29,2.0,11.42,94.33,61.95,23.95,96655
1483,20241216,300003.SZ,乐普医疗,医疗保健,北京,21.12,16.16,18.81,250.06,87.33,40.5,35.28,1.88,0.43,8.29,1.45,20091030,101.43,5.39,-23.55,-40.7,62.8,16.37,94003
1484,20241216,300004.SZ,南风股份,电气设备,广东,59.88,4.8,4.8,20.16,12.7,2.75,22.8,4.75,0.09,3.59,1.94,20091030,-10.94,-2.28,63.84,451.35,31.48,9.63,20999
1485,20241216,300005.SZ,探路者,服饰,北京,55.37,8.83,8.84,26.98,18.42,2.2,8.6,0.97,0.12,2.36,3.6,20091030,3.9,0.44,19.04,120.78,48.89,7.69,28122
1486,20241216,300006.SZ,莱美药业,化学制药,重庆,0.0,10.56,10.56,30.37,18.41,2.64,14.83,1.4,-0.03,1.95,3.06,20091030,-4.94,-0.47,-6.07,51.54,63.4,-2.56,28001
1487,20241216,300007.SZ,汉威科技,电器仪表,河南,68.97,2.83,3.27,61.23,31.98,14.95,12.57,3.84,0.24,8.77,2.56,20091030,11.5,3.51,1.85,-30.9,29.75,4.21,36958
1488,20241216,300008.SZ,天海防务,船舶,上海,89.44,16.47,17.28,41.76,28.48,7.67,16.4,0.95,0.04,1.17,4.52,20091030,-14.51,-0.84,-1.94,-14.17,16.0,3.33,115094
1489,20241216,300009.SZ,安科生物,生物制药,安徽,19.32,12.22,16.76,49.91,22.41,7.37,5.46,0.33,0.35,2.35,3.86,20091030,15.7,0.94,-4.95,-9.89,77.75,31.22,66605
